timestamp,raw
0.0,36540
0.0,36558
0.0,36498
0.0009083747863769531,36578
0.0009083747863769531,36525
0.0009083747863769531,36530
0.0009083747863769531,36512
0.0009083747863769531,36357
0.0009083747863769531,36440
0.0031137466430664062,36559
0.004113674163818359,36541
0.0051136016845703125,36576
0.006114006042480469,36526
0.008113861083984375,36358
0.009113788604736328,36390
0.010113954544067383,36519
0.011113643646240234,36592
0.012112855911254883,36537
0.014119625091552734,36537
0.015114307403564453,36372
0.016113758087158203,36375
0.017124652862548828,36489
0.018114089965820312,36584
0.020115137100219727,36532
0.021113872528076172,36547
0.022113800048828125,36392
0.024113893508911133,36370
0.025114059448242188,36438
0.027114152908325195,36562
0.02811408042907715,36536
0.029114246368408203,36560
0.030113697052001953,36423
0.03111433982849121,36576
0.03311419486999512,36426
0.03411459922790527,36568
0.03511404991149902,36512
0.03611421585083008,36557
0.03711390495300293,36447
0.03911423683166504,36604
0.040114402770996094,36451
0.041113853454589844,36644
0.04311394691467285,36532
0.0441136360168457,36544
0.04611349105834961,36504
0.04711461067199707,36631
0.04811358451843262,36528
0.04911351203918457,36594
0.05011391639709473,36532
0.052112579345703125,36538
0.053115129470825195,36518
0.05411362648010254,36584
0.055114030838012695,36600
0.05611753463745117,36550
0.05811715126037598,36572
0.05911421775817871,36548
0.060112714767456055,36551
0.06111407279968262,36558
0.06211352348327637,36632
0.06411361694335938,36491
0.06611371040344238,36603
0.06711363792419434,36554
0.0681154727935791,36560
0.06911396980285645,36538
0.07111358642578125,36386
0.0721139907836914,36413
0.07311367988586426,36574
0.07411360740661621,36592
0.07511353492736816,36560
0.07711482048034668,36545
0.07811403274536133,36385
0.07911396026611328,36430
0.08011364936828613,36528
0.08111357688903809,36625
0.0831141471862793,36564
0.08411359786987305,36547
0.08611750602722168,36412
0.08711433410644531,36386
0.08811378479003906,36482
0.09011387825012207,36619
0.09111356735229492,36560
0.09211397171020508,36568
0.09311652183532715,36421
0.09411382675170898,36388
0.0961146354675293,36443
0.09711360931396484,36577
0.0981132984161377,36520
0.09911394119262695,36565
0.1001136302947998,36456
0.10211443901062012,36612
0.10311341285705566,36445
0.10411334037780762,36623
0.10511422157287598,36525
0.10711407661437988,36580
0.10911393165588379,36499
0.11011433601379395,36653
0.1111140251159668,36483
0.11211347579956055,36642
0.1131134033203125,36553
0.11511349678039551,36584
0.11611390113830566,36560
0.11711382865905762,36666
0.11811447143554688,36540
0.11911392211914062,36648
0.12111377716064453,36564
0.12211346626281738,36568
0.12311339378356934,36581
0.12411379814147949,36633
0.12511467933654785,36617
0.12711668014526367,36592
0.1281137466430664,36620
0.12911486625671387,36597
0.13113975524902344,36584
0.1321580410003662,36583
0.1341848373413086,36436
0.13472676277160645,36531
0.1357440948486328,36609
0.13674044609069824,36625
0.13778305053710938,36616
0.13980317115783691,36586
0.14074206352233887,36438
0.14174318313598633,36470
0.14374303817749023,36586
0.14474201202392578,36656
0.14674115180969238,36608
0.14774131774902344,36600
0.1487421989440918,36429
0.14974212646484375,36436
0.1507413387298584,36536
0.15276026725769043,36663
0.15376567840576172,36601
0.15474176406860352,36612
0.15574288368225098,36464
0.15674161911010742,36430
0.15874767303466797,36493
0.1597447395324707,36629
0.16074728965759277,36559
0.1617603302001953,36616
0.16275501251220703,36528
0.16474080085754395,36440
0.16676092147827148,36511
0.16774201393127441,36572
0.1687617301940918,36575
0.16974496841430664,36628
0.17174220085144043,36551
0.17274069786071777,36691
0.1737971305847168,36545
0.17480731010437012,36681
0.17574095726013184,36613
0.17774057388305664,36615
0.1787407398223877,36584
0.17974114418029785,36673
0.1807413101196289,36644
0.18174147605895996,36649
0.18374228477478027,36642
0.18474125862121582,36608
0.18674063682556152,36610
0.1877443790435791,36622
0.18876171112060547,36646
0.19074249267578125,36552
0.1917426586151123,36684
0.19274258613586426,36622
0.19374799728393555,36586
0.19474172592163086,36592
0.19674062728881836,36695
0.19774341583251953,36480
0.1987464427947998,36629
0.19974303245544434,36606
0.2007427215576172,36602
0.20275592803955078,36576
0.20374059677124023,36428
0.2047410011291504,36453
0.2067422866821289,36496
0.20781588554382324,36647
0.20974206924438477,36585
0.21074175834655762,36595
0.2117455005645752,36445
0.21274375915527344,36417
0.21374201774597168,36492
0.21574091911315918,36616
0.21675682067871094,36579
0.2177426815032959,36617
0.21874594688415527,36471
0.21976017951965332,36410
0.2217414379119873,36480
0.2227485179901123,36581
0.22375845909118652,36560
0.22474074363708496,36629
0.2258005142211914,36513
0.22774910926818848,36443
0.22974157333374023,36472
0.23074102401733398,36537
0.23174071311950684,36576
0.2327408790588379,36586
0.2347414493560791,36549
0.23574185371398926,36682
0.23674225807189941,36551
0.2377488613128662,36650
0.23915672302246094,36577
0.24115777015686035,36590
0.2421584129333496,36592
0.24315786361694336,36650
0.24415826797485352,36640
0.24515771865844727,36607
0.24715971946716309,36631
0.24815773963928223,36589
0.2491590976715088,36641
0.2501688003540039,36592
0.2511577606201172,36656
0.2531585693359375,36550
0.25415825843811035,36660
0.2551577091217041,36600
0.257157564163208,36590
0.25815820693969727,36587
0.2601618766784668,36675
0.26116514205932617,36466
0.2621598243713379,36632
0.26316332817077637,36659
0.2641584873199463,36578
0.2661585807800293,36548
0.2671651840209961,36646
0.2681620121002197,36444
0.26923680305480957,36597
0.2702510356903076,36620
0.2722499370574951,36579
0.2732503414154053,36608
0.27425456047058105,36446
0.2752532958984375,36414
0.27625083923339844,36489
0.27825045585632324,36629
0.2792496681213379,36580
0.28025126457214355,36616
0.28225159645080566,36469
0.2832512855529785,36416
0.2852489948272705,36474
0.28624892234802246,36548
0.2872486114501953,36557
0.28824853897094727,36598
0.2892491817474365,36512
0.2912609577178955,36463
0.2922513484954834,36463
0.29324936866760254,36533
0.2942488193511963,36578
0.29524874687194824,36600
0.29724979400634766,36540
0.2982485294342041,36442
0.29924869537353516,36533
0.3002488613128662,36491
0.3022489547729492,36575
0.3042488098144531,36579
0.3052487373352051,36577
0.30624866485595703,36651
0.307248592376709,36627
0.30825042724609375,36619
0.31024861335754395,36599
0.3113715648651123,36604
0.3123779296875,36596
0.31337761878967285,36618
0.3143784999847412,36645
0.3163776397705078,36580
0.3173797130584717,36654
0.3183777332305908,36626
0.3193776607513428,36595
0.3203775882720947,36568
0.3237173557281494,36689
0.3237173557281494,36502
0.3247067928314209,36672
0.3257110118865967,36589
0.3267090320587158,36590
0.3287069797515869,36569
0.3297116756439209,36680
0.3307077884674072,36448
0.33270764350891113,36612
0.33270764350891113,36640
0.33470749855041504,36601
0.33670854568481445,36572
0.3377094268798828,36612
0.33870816230773926,36426
0.33971190452575684,36556
0.3417074680328369,36643
0.3427259922027588,36579
0.3437082767486572,36618
0.3447086811065674,36425
0.34570765495300293,36421
0.34770774841308594,36495
0.3487074375152588,36627
0.34970760345458984,36580
0.3507094383239746,36644
0.35170865058898926,36449
0.35370755195617676,36409
0.35570740699768066,36480
0.3567070960998535,36598
0.3577096462249756,36519
0.35870838165283203,36600
0.36070680618286133,36476
0.3617074489593506,36420
0.36271214485168457,36488
0.3637065887451172,36576
0.36470723152160645,36549
0.36670684814453125,36610
0.3677070140838623,36494
0.36870789527893066,36420
0.3697078227996826,36464
0.3707084655761719,36535
0.3727095127105713,36558
0.37370753288269043,36618
0.3747074604034424,36501
0.3767073154449463,36672
0.37770867347717285,36508
0.37970852851867676,36697
0.38071179389953613,36562
0.38170814514160156,36586
0.3827080726623535,36543
0.38370704650878906,36675
0.3857078552246094,36564
0.38670849800109863,36650
0.387709379196167,36578
0.38870787620544434,36584
0.38971972465515137,36560
0.391707181930542,36626
0.3927273750305176,36616
0.3937084674835205,36591
0.39470720291137695,36585
0.39670705795288086,36562
0.39774513244628906,36563
0.3997492790222168,36602
0.4007265567779541,36610
0.40170884132385254,36565
0.4027063846588135,36620
0.4047079086303711,36591
0.40570878982543945,36563
0.4067091941833496,36553
0.4077169895172119,36385
0.4087088108062744,36516
0.4107089042663574,36596
0.4117100238800049,36578
0.4127075672149658,36537
0.4137082099914551,36541
0.4147071838378906,36384
0.41670680046081543,36427
0.4181079864501953,36566
0.41869354248046875,36577
0.4198920726776123,36559
0.42088890075683594,36531
0.42289018630981445,36342
0.42488932609558105,36405
0.4258861541748047,36549
0.42688798904418945,36595
0.4278905391693115,36544
0.4298868179321289,36520
0.43088769912719727,36390
0.43188953399658203,36370
0.43288707733154297,36489
0.4338870048522949,36608
0.43588685989379883,36539
0.4368863105773926,36529
0.43788599967956543,36382
0.4388883113861084,36378
0.43988609313964844,36448
0.4418935775756836,36576
0.4428868293762207,36530
0.44388794898986816,36492
0.44589996337890625,36404
0.4468860626220703,36521
0.4488866329193115,36435
0.4498887062072754,36544
0.45088648796081543,36519
0.4518864154815674,36520
0.45288658142089844,36429
0.45488667488098145,36578
0.4558889865875244,36432
0.4569516181945801,36569
